time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.42388e-06	5789.61
1	7.42388e-06	1.6108e-05	5789.61
2	1.6108e-05	2.62662e-05	3759.77
3	2.62662e-05	3.81487e-05	4876.95
4	3.81487e-05	5.20483e-05	3605.43
5	5.20483e-05	6.83074e-05	2331.91
6	6.83074e-05	8.73265e-05	1699.27
7	8.73265e-05	0.000109574	1422.82
8	0.000109574	0.000135598	1353.87
9	0.000135598	0.00016604	1420.73
10	0.00016604	0.000201649	1568.16
11	0.000201649	0.000243303	1784.75
12	0.000243303	0.000292027	2049.44
13	0.000292027	0.000349023	2307.89
14	0.000349023	0.000415693	2513.53
15	0.000415693	0.000493681	2652.32
16	0.000493681	0.000584907	2719.84
17	0.000584907	0.000691619	2717.18
18	0.000691619	0.000816445	2662.17
19	0.000816445	0.00096246	2542.93
20	0.00096246	0.00113326	2299.12
21	0.00113326	0.00133306	1923.87
22	0.00133306	0.00156677	1528.65
23	0.00156677	0.00184015	1241.97
24	0.00184015	0.00215994	1115.06
25	0.00215994	0.00253401	1136.99
26	0.00253401	0.00297158	1294.8
27	0.00297158	0.00348343	1736.6
28	0.00348343	0.00408217	1736.6
29	0.00408217	0.00478254	495.772
30	0.00478254	0.0056018	495.772
31	0.0056018	inf	495.772
