time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.05728e-06	5225.96
1	8.05728e-06	1.74823e-05	5225.96
2	1.74823e-05	2.85072e-05	2165.56
3	2.85072e-05	4.14036e-05	2254.28
4	4.14036e-05	5.64891e-05	1897.27
5	5.64891e-05	7.41354e-05	1479.07
6	7.41354e-05	9.47772e-05	1346.48
7	9.47772e-05	0.000118923	1332.12
8	0.000118923	0.000147167	1340.25
9	0.000147167	0.000180206	1434.17
10	0.000180206	0.000218854	1627.96
11	0.000218854	0.000264061	1886.72
12	0.000264061	0.000316943	2174.94
13	0.000316943	0.000378801	2445.19
14	0.000378801	0.00045116	2645.39
15	0.00045116	0.000535802	2747.64
16	0.000535802	0.000634811	2762.26
17	0.000634811	0.000750628	2714.6
18	0.000750628	0.000886104	2612.52
19	0.000886104	0.00104458	2419.64
20	0.00104458	0.00122995	2089.83
21	0.00122995	0.00144679	1689.21
22	0.00144679	0.00170044	1360.79
23	0.00170044	0.00199715	1173.88
24	0.00199715	0.00234422	1123.97
25	0.00234422	0.00275021	1182.55
26	0.00275021	0.00322512	1293.63
27	0.00322512	0.00378064	1371.8
28	0.00378064	0.00443046	1371.8
29	0.00443046	0.00519059	2126.11
30	0.00519059	0.00607975	2126.11
31	0.00607975	inf	2126.11
