time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.15646e-06	10119.5
1	7.15646e-06	1.55277e-05	10119.5
2	1.55277e-05	2.532e-05	2052.09
3	2.532e-05	3.67746e-05	2076.62
4	3.67746e-05	5.01735e-05	1867.74
5	5.01735e-05	6.58469e-05	1580.29
6	6.58469e-05	8.41809e-05	1521.06
7	8.41809e-05	0.000105627	1457.16
8	0.000105627	0.000130714	1404.35
9	0.000130714	0.000160059	1433.29
10	0.000160059	0.000194385	1572.95
11	0.000194385	0.000234539	1812.44
12	0.000234539	0.000281508	2092.42
13	0.000281508	0.00033645	2351.14
14	0.00033645	0.000400719	2555.78
15	0.000400719	0.000475898	2705.04
16	0.000475898	0.000563838	2796.78
17	0.000563838	0.000666706	2825.69
18	0.000666706	0.000787036	2791.1
19	0.000787036	0.000927791	2660.06
20	0.000927791	0.00109244	2380.53
21	0.00109244	0.00128504	1961.07
22	0.00128504	0.00151033	1518.91
23	0.00151033	0.00177386	1196.57
24	0.00177386	0.00208213	1054.25
25	0.00208213	0.00244273	1080.34
26	0.00244273	0.00286454	1274.99
27	0.00286454	0.00335796	3301.65
28	0.00335796	0.00393513	3301.65
29	0.00393513	0.00461027	2.37198
30	0.00461027	0.00540002	2.37198
31	0.00540002	inf	2.37198
