time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.65729e-06	5627.44
1	7.65729e-06	1.66144e-05	5627.44
2	1.66144e-05	2.7092e-05	3752.65
3	2.7092e-05	3.93481e-05	3917.72
4	3.93481e-05	5.36848e-05	2840.1
5	5.36848e-05	7.0455e-05	1984.09
6	7.0455e-05	9.00721e-05	1535.95
7	9.00721e-05	0.000113019	1365.18
8	0.000113019	0.000139861	1326.63
9	0.000139861	0.00017126	1393.36
10	0.00017126	0.000207989	1566.22
11	0.000207989	0.000250952	1831.01
12	0.000250952	0.000301209	2128.58
13	0.000301209	0.000359996	2389.24
14	0.000359996	0.000428763	2580.95
15	0.000428763	0.000509202	2697.79
16	0.000509202	0.000603297	2738.08
17	0.000603297	0.000713363	2712.03
18	0.000713363	0.000842114	2642.67
19	0.000842114	0.00099272	2511.66
20	0.00099272	0.00116889	2242.45
21	0.00116889	0.00137497	1839.15
22	0.00137497	0.00161603	1439.91
23	0.00161603	0.001898	1174.69
24	0.001898	0.00222785	1082.91
25	0.00222785	0.00261368	1161.15
26	0.00261368	0.00306501	1411.99
27	0.00306501	0.00359295	3022.02
28	0.00359295	0.00421051	3022.02
29	0.00421051	0.00493291	22.2393
30	0.00493291	0.00577792	22.2393
31	0.00577792	inf	22.2393
