time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.74044e-06	5051.9
1	7.74044e-06	1.67948e-05	5051.9
2	1.67948e-05	2.73862e-05	3515.51
3	2.73862e-05	3.97754e-05	3805.69
4	3.97754e-05	5.42677e-05	2747.27
5	5.42677e-05	7.12201e-05	1878.97
6	7.12201e-05	9.10502e-05	1473.54
7	9.10502e-05	0.000114246	1382.54
8	0.000114246	0.00014138	1379.81
9	0.00014138	0.00017312	1418.59
10	0.00017312	0.000210247	1560.34
11	0.000210247	0.000253677	1813.51
12	0.000253677	0.000304479	2114.6
13	0.000304479	0.000363905	2389.62
14	0.000363905	0.000433419	2589.08
15	0.000433419	0.000514732	2698.94
16	0.000514732	0.000609848	2741.47
17	0.000609848	0.00072111	2734.17
18	0.00072111	0.000851259	2661.25
19	0.000851259	0.0010035	2489.94
20	0.0010035	0.00118158	2195.39
21	0.00118158	0.0013899	1801.86
22	0.0013899	0.00163358	1421.15
23	0.00163358	0.00191861	1178.54
24	0.00191861	0.00225204	1106.21
25	0.00225204	0.00264206	1157.01
26	0.00264206	0.00309829	1260.49
27	0.00309829	0.00363197	1417.82
28	0.00363197	0.00425624	1417.82
29	0.00425624	0.00498647	1420.44
30	0.00498647	0.00584067	1420.44
31	0.00584067	inf	1420.44
