time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.74499e-06	5437.48
1	7.74499e-06	1.68047e-05	5437.48
2	1.68047e-05	2.74023e-05	3604.62
3	2.74023e-05	3.97988e-05	3945.42
4	3.97988e-05	5.42996e-05	2660.27
5	5.42996e-05	7.1262e-05	1827.99
6	7.1262e-05	9.11037e-05	1490.83
7	9.11037e-05	0.000114314	1391.08
8	0.000114314	0.000141463	1344.82
9	0.000141463	0.000173222	1392.15
10	0.000173222	0.000210371	1553.1
11	0.000210371	0.000253826	1797.66
12	0.000253826	0.000304658	2084
13	0.000304658	0.000364119	2366.98
14	0.000364119	0.000433673	2595.87
15	0.000433673	0.000515034	2729.86
16	0.000515034	0.000610206	2756.79
17	0.000610206	0.000721534	2703.74
18	0.000721534	0.000851759	2606.36
19	0.000851759	0.00100409	2453.34
20	0.00100409	0.00118228	2195.37
21	0.00118228	0.00139072	1834.97
22	0.00139072	0.00163453	1471.17
23	0.00163453	0.00191974	1213.51
24	0.00191974	0.00225336	1104.48
25	0.00225336	0.00264362	1136.63
26	0.00264362	0.00310012	1261.55
27	0.00310012	0.0036341	1395.98
28	0.0036341	0.00425874	1395.98
29	0.00425874	0.0049894	1593
30	0.0049894	0.0058441	1593
31	0.0058441	inf	1593
