time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.62898e-06	4445.19
1	5.62898e-06	1.22135e-05	4445.19
2	1.22135e-05	1.99157e-05	11785
3	1.99157e-05	2.89254e-05	13210.9
4	2.89254e-05	3.94644e-05	10576.1
5	3.94644e-05	5.17925e-05	6494.99
6	5.17925e-05	6.62133e-05	3559.47
7	6.62133e-05	8.30819e-05	2205.43
8	8.30819e-05	0.000102814	1701.66
9	0.000102814	0.000125896	1534.52
10	0.000125896	0.000152896	1487.6
11	0.000152896	0.000184478	1514.92
12	0.000184478	0.000221423	1635.09
13	0.000221423	0.000264638	1845.51
14	0.000264638	0.000315189	2100.74
15	0.000315189	0.000374322	2336.3
16	0.000374322	0.000443492	2522.99
17	0.000443492	0.000524404	2658.4
18	0.000524404	0.00061905	2739.16
19	0.00061905	0.000729763	2763.74
20	0.000729763	0.000859269	2710.84
21	0.000859269	0.00101076	2525.63
22	0.00101076	0.00118796	2175.23
23	0.00118796	0.00139525	1731.79
24	0.00139525	0.00163772	1351.93
25	0.00163772	0.00192135	1141.19
26	0.00192135	0.00225313	1099.7
27	0.00225313	0.00264123	1243.76
28	0.00264123	0.00309521	1243.76
29	0.00309521	0.00362625	2498.34
30	0.00362625	0.00424743	2498.34
31	0.00424743	inf	2498.34
