time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.68481e-06	8723.28
1	4.68481e-06	1.01649e-05	8723.28
2	1.01649e-05	1.65752e-05	16630.2
3	1.65752e-05	2.40736e-05	21015
4	2.40736e-05	3.28449e-05	16648.4
5	3.28449e-05	4.31051e-05	10416.3
6	4.31051e-05	5.5107e-05	5756.3
7	5.5107e-05	6.91462e-05	3244.85
8	6.91462e-05	8.55686e-05	2145.66
9	8.55686e-05	0.000104779	1666.96
10	0.000104779	0.00012725	1446
11	0.00012725	0.000153535	1379.67
12	0.000153535	0.000184282	1429.92
13	0.000184282	0.000220249	1569.84
14	0.000220249	0.000262321	1779.87
15	0.000262321	0.000311535	2022.68
16	0.000311535	0.000369103	2250.12
17	0.000369103	0.000436443	2439.54
18	0.000436443	0.000515214	2591.04
19	0.000515214	0.000607356	2698.17
20	0.000607356	0.00071514	2740.67
21	0.00071514	0.00084122	2699.28
22	0.00084122	0.000988701	2551.6
23	0.000988701	0.00116122	2261.04
24	0.00116122	0.00136302	1845.53
25	0.00136302	0.00159908	1433.69
26	0.00159908	0.0018752	1169.17
27	0.0018752	0.00219821	1105.59
28	0.00219821	0.00257604	1105.59
29	0.00257604	0.003018	1972.66
30	0.003018	0.00353499	1972.66
31	0.00353499	inf	1972.66
