time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.48523e-06	4706.74
1	7.48523e-06	1.62411e-05	4706.74
2	1.62411e-05	2.64832e-05	3292.64
3	2.64832e-05	3.8464e-05	4745.53
4	3.8464e-05	5.24785e-05	3401.25
5	5.24785e-05	6.88719e-05	2246.96
6	6.88719e-05	8.80481e-05	1684.49
7	8.80481e-05	0.00011048	1484.02
8	0.00011048	0.000136719	1420.24
9	0.000136719	0.000167412	1437.68
10	0.000167412	0.000203315	1553.19
11	0.000203315	0.000245313	1759.14
12	0.000245313	0.00029444	2033.68
13	0.00029444	0.000351907	2324.43
14	0.000351907	0.000419128	2569.84
15	0.000419128	0.00049776	2726.29
16	0.00049776	0.000589741	2775.99
17	0.000589741	0.000697334	2740.89
18	0.000697334	0.000823192	2661.41
19	0.000823192	0.000970414	2529.61
20	0.000970414	0.00114263	2280.36
21	0.00114263	0.00134407	1901.1
22	0.00134407	0.00157971	1496.28
23	0.00157971	0.00185536	1199.6
24	0.00185536	0.00217779	1065.39
25	0.00217779	0.00255495	1084.69
26	0.00255495	0.00299614	1272.64
27	0.00299614	0.00351222	3691.26
28	0.00351222	0.0041159	3691.26
29	0.0041159	0.00482206	39.6368
30	0.00482206	0.00564809	39.6368
31	0.00564809	inf	39.6368
